Operator,Lessor/Owner,Manager,Lease Type,Aircraft Model,Aircraft Variant,Serial Number,Tail/Registration Number,Status,Role,Operator Country/Territory,Operator Region,Engine Series,Age,Lease From,Lease To,Lease To Derived
Air Canada Rouge,Avolon,Avolon,Operating^,A320,A321-200,6884,C-FJQD,In Service,Passenger,Canada,North America,CFM56-5B,6.167,2015-12-03,,No
Frontier Airlines,Fuyo General Lease Co Ltd,Aircraft Leasing & Management,Operating^,A320,A321-200,6891,N705FR,In Service,Passenger,United States of America,North America,CFM56-5B,6.83,2015-12-10,2027-12-09,Yes
Air Canada Rouge,Avolon,Avolon,Operating^,A320,A321-200,6905,C-FJQH,In Service,Passenger,Canada,North America,CFM56-5B,6.83,2015-12-17,,No
Wizz Air,Global Aircraft Fund 1,FPG Amentum Limited,Operating^,A320,A321-200,6910,HA-LXB,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,6.83,2015-12-18,,No
Beijing Capital Airlines,CLAS 2018-1,Castlelake,Operating^,A320,A321-200,6913,B-8200,In Service,Passenger,China,Asia: North East Asia,V2500,6.83,2015-12-31,2025-01-31,No
Frontier Airlines,Aviation Capital Group,Aviation Capital Group,Operating^,A320,A321-200,6926,N706FR,In Service,Passenger,United States of America,North America,CFM56-5B,6.83,2015-12-29,2027-12-28,Yes
Vueling,Pembroke Capital Aircraft Ltd,Pembroke Capital Aircraft Ltd,Operating^,A320,A321-200,6933,EC-MJR,In Service,Passenger,Spain,Europe: Western Europe,V2500,6,2016-02-11,,No
VietJet Air,Jackson Square Aviation Ireland Limited,Jackson Square Aviation,Operating^,A320,A321-200,6936,VN-A667,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,6,2016-01-20,,No
Thai VietJet Air,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating^,A320,A321-200,6968,HS-VKR,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-5B,5.917,2020-01-17,,No
Wizz Air,Unknown,FPG Amentum Limited,Operating^,A320,A321-200,6976,HA-LXC,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,6,2016-02-04,,No
VietJet Air,Avation,Avation,Operating^,A320,A321-200,7003,VN-A535,Inactive,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,5.917,2020-01-19,,No
Frontier Airlines,Goshawk Aviation,Goshawk Aviation,Operating^,A320,A321-200,7042,N708FR,In Service,Passenger,United States of America,North America,CFM56-5B,5.833,2016-03-23,2028-03-22,Yes
VietJet Air,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating^,A320,A321-200,7048,VN-A542,Inactive,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,5.833,2019-12-30,,No
VietJet Air,Avation,Avation,Operating^,A320,A321-200,7055,VN-A544,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,5.833,2020-01-11,,No
Beijing Capital Airlines,Avolon,Avolon,Operating^,A320,A321-200,7076,B-8541,In Service,Passenger,China,Asia: North East Asia,V2500,5.75,2016-04-27,,No
Frontier Airlines,Goshawk Aviation,Goshawk Aviation,Operating^,A320,A321-200,7097,N709FR,In Service,Passenger,United States of America,North America,CFM56-5B,5.75,2028-04-27,,No
Vueling,Nomura Babcock & Brown Company Ltd,BBAM Aircraft Leasing & Management,Operating^,A320,A321-200,7108,EC-MLM,In Service,Passenger,Spain,Europe: Western Europe,V2500,5.75,2016-05-31,2026-05-30,No
Air Canada Rouge,Avolon,Avolon,Operating^,A320,A321-200,7117,C-FJQL,In Service,Passenger,Canada,North America,CFM56-5B,5.667,2016-05-23,,No
Volaris,Air Lease Corporation,Air Lease Corporation,Operating^,A320,A321-200,7125,XA-VLT,In Service,Passenger,Mexico,Latin America: Central America,V2500,5.667,2016-05-17,,No
VietJet Air,Avation,Avation,Operating^,A320,A321-200,7143,VN-A673,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,5.667,2016-05-27,,No
Beijing Capital Airlines,Avolon,Avolon,Operating^,A320,A321-200,7144,B-8542,In Service,Passenger,China,Asia: North East Asia,V2500,5.667,2016-05-30,,No
Vueling,JSA Aircraft 7152 LLC,Jackson Square Aviation,Operating^,A320,A321-200,7152,EC-MMH,In Service,Passenger,Spain,Europe: Western Europe,V2500,5.583,2016-06-15,,No
airblue,Avolon,Avolon,Operating^,A320,A321-200,7171,AP-BMW,In Service,Passenger,Pakistan,Asia: South Asia,CFM56-5B,5.667,2016-08-26,,No
Beijing Capital Airlines,Avolon,Avolon,Operating^,A320,A321-200,7173,B-8543,In Service,Passenger,China,Asia: North East Asia,V2500,5.667,2016-06-27,,No
Frontier Airlines,Goshawk Aviation,Goshawk Aviation,Operating^,A320,A321-200,7179,N710FR,In Service,Passenger,United States of America,North America,CFM56-5B,5.583,2016-06-16,2028-06-15,Yes
Wizz Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321-200,7182,HA-LXG,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,5.583,2016-06-24,2025-06-23,No
Frontier Airlines,JSA Aircraft 7184 LLC,Jackson Square Aviation,Operating^,A320,A321-200,7184,N711FR,In Service,Passenger,United States of America,North America,CFM56-5B,5.583,2016-06-28,2028-06-27,Yes
Volaris,BOC Aviation,BOC Aviation,Operating^,A320,A321-200,7196,XA-VLU,In Service,Passenger,Mexico,Latin America: Central America,V2500,5.583,2016-06-28,,No
Frontier Airlines,Avolon,Avolon,Operating^,A320,A321-200,7204,N712FR,In Service,Passenger,United States of America,North America,CFM56-5B,5.583,2016-07-05,2028-07-04,Yes
Wizz Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321-200,7217,HA-LXH,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,5.5,2016-07-15,2025-07-14,No
Vueling,JSA Aircraft 7218 LLC,Jackson Square Aviation,Operating^,A320,A321-200,7218,EC-MMU,In Service,Passenger,Spain,Europe: Western Europe,V2500,5.5,2016-07-13,,No
Beijing Capital Airlines,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321-200,7220,B-8552,In Service,Passenger,China,Asia: North East Asia,V2500,5.583,2016-07-19,,No
VietJet Air,Avation,Avation,Operating^,A320,A321-200,7241,VN-A677,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,5.5,2016-07-28,,No
VietJet Air,Avation,Avation,Operating^,A320,A321-200,7278,VN-A683,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,5.417,2016-08-19,,No
Wizz Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321-200,7280,HA-LXI,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,5.417,2016-09-05,2025-08-04,No
Frontier Airlines,Aviation Capital Group,Aviation Capital Group,Operating^,A320,A321-200,7286,N713FR,In Service,Passenger,United States of America,North America,CFM56-5B,5.417,2016-08-30,2028-08-29,Yes
Beijing Capital Airlines,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321-200,7288,B-8553,In Service,Passenger,China,Asia: North East Asia,V2500,5.417,2016-08-31,,No
Frontier Airlines,Jackson Square Aviation,Jackson Square Aviation,Operating^,A320,A321-200,7294,N714FR,In Service,Passenger,United States of America,North America,CFM56-5B,5.417,2016-09-07,2028-09-06,Yes
West Air,SLVRR 2019-1,BOC Aviation,Operating^,A320,A321-200,7311,B-321R,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,5.333,2020-12-30,,No
Frontier Airlines,Wilmington Trust Company,Wilmington Trust Company,Operating^,A320,A321-200,7313,N715FR,In Service,Passenger,United States of America,North America,CFM56-5B,5.333,2016-09-28,2028-09-27,Yes
Wizz Air,Mizuho Bank,Mizuho Bank,Operating^,A320,A321-200,7316,HA-LXJ,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,5.333,2016-09-19,,No
Volaris,Tailwind 2019-1,Airborne Capital,Operating,A320,A321-200,7326,XA-VLV,In Service,Passenger,Mexico,Latin America: Central America,V2500,5.333,2016-09-30,2026-09-30,No
Volaris,BOC Aviation,BOC Aviation,Operating^,A320,A321-200,7335,XA-VLW,In Service,Passenger,Mexico,Latin America: Central America,V2500,5.333,2016-09-28,,No
VietJet Air,Asia Pacific Aviation Leasing Group,Asia Pacific Aviation Leasing Group,Operating^,A320,A321-200,7342,VN-A684,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,5.25,2016-10-31,,No
West Air,BOC Aviation,BOC Aviation,Operating^,A320,A321-200,7348,B-321S,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,5.25,2021-01-14,,No
West Air,BOC Aviation,BOC Aviation,Operating^,A320,A321-200,7358,B-321T,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,5.25,2020-12-30,,No
Volaris,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321-200,7368,XA-VRB,In Service,Passenger,Mexico,Latin America: Central America,V2500,5.25,2016-10-31,,No
Jetstar Airways,BOC Aviation,BOC Aviation,Operating^,A320,A321-200,7384,VH-VWQ,In Service,Passenger,Australia,Southwest Pacific,V2500,5.167,2016-11-25,,No
HK Express,Avolon,Avolon,Operating^,A320,A321-200,7403,B-LEB,Inactive,Passenger,Hong Kong,Asia: North East Asia,V2500,5.25,2016-11-08,,No
Volaris,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321-200,7416,XA-VRC,In Service,Passenger,Mexico,Latin America: Central America,V2500,5.167,2016-11-17,,No
VietJet Air,ST Aerospace Resources,ST Aerospace Resources,Operating,A320,A321-200,7427,VN-A685,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,5.167,2016-11-28,,No
Air Canada Rouge,Air Lease Corporation,Air Lease Corporation,Operating^,A320,A321-200,7433,C-GJTH,In Service,Passenger,Canada,North America,CFM56-5B,5.167,2019-06-12,,No
Jetstar Airways,BOC Aviation,BOC Aviation,Operating^,A320,A321-200,7438,VH-VWN,In Service,Passenger,Australia,Southwest Pacific,V2500,5.167,2016-12-06,,No
Wizz Air,Navigator 2021-1,Dubai Aerospace Enterprise Capital,Operating,A320,A321-200,7440,HA-LXK,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,5.167,2016-12-07,2025-12-06,No
Volaris,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321-200,7443,XA-VLY,In Service,Passenger,Mexico,Latin America: Central America,V2500,5.167,2016-11-30,,No
Volaris,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,A320,A321-200,7451,XA-VLZ,In Service,Passenger,Mexico,Latin America: Central America,V2500,5.83,2016-12-13,,No
VietJet Air,Avation,Avation,Operating^,A320,A321-200,7454,VN-A687,Inactive,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,5.83,2016-12-22,,No
Vueling,Nomura Babcock & Brown Company Ltd,BBAM Aircraft Leasing & Management,Operating^,A320,A321-200,7471,EC-MOO,In Service,Passenger,Spain,Europe: Western Europe,V2500,5.83,2016-12-30,2026-12-14,No
Wizz Air,BOC Aviation,BOC Aviation,Operating^,A320,A321-200,7488,HA-LXL,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,5,2017-01-19,,No
Frontier Airlines,Accipiter Holdings Ltd,AMCK Aviation,Operating^,A320,A321-200,7524,N716FR,In Service,Passenger,United States of America,North America,CFM56-5B,5,2017-01-26,2029-01-25,Yes
Wizz Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321-200,7528,HA-LXM,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,5,2017-02-06,2026-02-05,No
Wizz Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321-200,7532,HA-LXN,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,5,2017-02-10,2026-02-09,No
Frontier Airlines,Jackson Square Aviation,Jackson Square Aviation,Operating^,A320,A321-200,7536,N717FR,In Service,Passenger,United States of America,North America,CFM56-5B,5,2017-02-14,2029-02-13,Yes
Wizz Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321-200,7562,HA-LXO,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,4.917,2017-03-10,2026-03-09,No
Frontier Airlines,Avolon,Avolon,Operating^,A320,A321-200,7575,N718FR,In Service,Passenger,United States of America,North America,CFM56-5B,4.833,2017-03-09,2029-03-08,Yes
Wizz Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321-200,7578,HA-LXP,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,4.833,2017-03-17,2026-03-16,No
HK Express,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,7596,B-LEC,Inactive,Passenger,Hong Kong,Asia: North East Asia,V2500,4.833,2017-03-21,,No
Vueling,Nomura Babcock & Brown Company Ltd,BBAM Aircraft Leasing & Management,Operating,A320,A321-200,7599,EC-MQB,In Service,Passenger,Spain,Europe: Western Europe,V2500,4.833,2017-10-28,,No
Vueling,Pembroke Capital Aircraft Ltd,Pembroke Capital Aircraft Ltd,Operating^,A320,A321-200,7621,EC-MQL,In Service,Passenger,Spain,Europe: Western Europe,V2500,4.833,2017-04-24,,No
Wizz Air,Aircastle,Aircastle,Operating^,A320,A321-200,7623,HA-LXQ,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,4.833,2017-04-07,,No
Wizz Air,Blackbird Capital II,Air Lease Corporation,Operating^,A320,A321-200,7647,HA-LXR,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,4.75,2017-05-05,2026-05-04,No
Air Canada Rouge,Air Lease Corporation,Air Lease Corporation,Operating^,A320,A321-200,7650,C-GJTX,In Service,Passenger,Canada,North America,CFM56-5B,4.75,2019-06-05,,No
VietJet Air,Avolon,Avolon,Operating^,A320,A321-200,7655,VN-A630,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.75,2017-04-28,,No
VietJet Air,Avolon,Avolon,Operating^,A320,A321-200,7658,VN-A640,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.75,2017-05-11,,No
VietJet Air,Goshawk Aviation,Goshawk Aviation,Operating^,A320,A321-200,7675,VN-A631,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.75,2017-05-11,,No
Thai VietJet Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,7680,HS-VKL,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-5B,4.667,2019-10-14,,No
VietJet Air,Goshawk Aviation,Goshawk Aviation,Operating^,A320,A321-200,7684,VN-A641,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.667,2017-05-31,,No
VietJet Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321-200,7689,VN-A642,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.667,2017-06-02,2029-06-01,No
Wizz Air,Itochu Airlease Inc,Itochu Airlease Inc,Operating^,A320,A321-200,7702,HA-LXS,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,4.667,2017-06-15,,No
Wizz Air,Vermillion Aviation Holdings Ireland Limited,AMCK Aviation,Operating^,A320,A321-200,7706,HA-LXT,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,4.5,2017-07-18,,No
Onur Air,Macquarie AirFinance,Macquarie AirFinance,Operating^,A320,A321-200,771,TC-OEA,Inactive,Passenger,Turkey,Europe: Eastern/Central Europe,V2500,23.917,2016-01-15,,No
Vueling,Nomura Babcock & Brown Company Ltd,BBAM Aircraft Leasing & Management,Operating,A320,A321-200,7714,EC-MRF,In Service,Passenger,Spain,Europe: Western Europe,V2500,4.667,2017-06-06,,No
Thai VietJet Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,7715,HS-VKM,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-5B,4.667,2019-10-01,,No
HK Express,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,7729,B-LED,Inactive,Passenger,Hong Kong,Asia: North East Asia,V2500,4.583,2017-06-13,,No
Frontier Airlines,Avolon,Avolon,Operating^,A320,A321-200,7736,N719FR,In Service,Passenger,United States of America,North America,CFM56-5B,4.583,2017-06-19,2029-06-18,Yes
Air Busan,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating^,A320,A321-200,7754,HL7210,In Service,Passenger,South Korea,Asia: North East Asia,V2500,4.5,2017-07-12,,No
Wizz Air,Undisclosed Lessor,Orix Aviation,Operating^,A320,A321-200,7763,HA-LXU,Inactive,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,4.5,2017-08-03,,No
HK Express,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,7821,B-LEE,Inactive,Passenger,Hong Kong,Asia: North East Asia,V2500,4.5,2017-08-17,,No
Wizz Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,7826,HA-LXV,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,4.333,2017-09-29,,No
HK Express,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,7831,B-LEF,Inactive,Passenger,Hong Kong,Asia: North East Asia,V2500,4.417,2017-08-17,,No
Frontier Airlines,Wilmington Trust Company,Wilmington Trust Company,Operating^,A320,A321-200,7852,N720FR,In Service,Passenger,United States of America,North America,CFM56-5B,4.25,2017-10-06,2029-10-05,Yes
HK Express,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,7872,B-LEG,Inactive,Passenger,Hong Kong,Asia: North East Asia,V2500,4.417,2017-09-06,,No
Frontier Airlines,Jackson Square Aviation,Jackson Square Aviation,Operating^,A320,A321-200,7884,N721FR,In Service,Passenger,United States of America,North America,CFM56-5B,4.167,2017-11-29,2029-11-28,Yes
VietJet Air,Jackson Square Aviation Ireland Limited,Jackson Square Aviation,Operating^,A320,A321-200,7888,VN-A632,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.333,2017-10-16,,No
VietJet Air,Jackson Square Aviation Ireland Limited,Jackson Square Aviation,Operating^,A320,A321-200,7894,VN-A633,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.25,2017-10-27,,No
VietJet Air,SKY Leasing,Goshawk Aviation,Operating^,A320,A321-200,7898,VN-A634,Inactive,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.167,2017-11-29,,No
Air Busan,Tailwind 2019-1,Airborne Capital,Operating,A320,A321-200,7915,HL7211,In Service,Passenger,South Korea,Asia: North East Asia,V2500,4.25,2017-11-14,2025-11-30,No
VietJet Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321-200,7919,VN-A635,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.167,2017-11-10,2029-11-09,No
Onur Air,AerCap,AerCap,Operating^,A320,A321-200,792,TC-OBK,Inactive,Passenger,Turkey,Europe: Eastern/Central Europe,V2500,23.833,2011-06-03,,No
Air Busan,BOC Aviation,BOC Aviation,Operating^,A320,A321-200,7923,HL8099,In Service,Passenger,South Korea,Asia: North East Asia,V2500,4.25,2017-10-30,,No
HK Express,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,7929,B-LEH,Inactive,Passenger,Hong Kong,Asia: North East Asia,V2500,4.25,2017-10-16,,No
VietJet Air,SKY Leasing,Goshawk Aviation,Operating^,A320,A321-200,7933,VN-A636,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.167,2017-12-07,,No
VietJet Air,Clover Aviation Capital,Clover Aviation Capital,Operating^,A320,A321-200,7940,VN-A643,Inactive,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.167,2017-11-15,,No
Wizz Air,Vermillion Aviation Holdings Ireland Limited,AMCK Aviation,Operating^,A320,A321-200,7947,HA-LXW,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,4.25,2017-11-03,,No
Beijing Capital Airlines,CMB Financial Leasing,CMB Financial Leasing,Operating^,A320,A321-200,7948,B-1012,In Service,Passenger,China,Asia: North East Asia,V2500,4.83,2017-12-22,,No
VietJet Air,GOAL,GOAL,Operating^,A320,A321-200,7953,VN-A644,Inactive,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.167,2017-12-05,,No
VietJet Air,GOAL,GOAL,Operating^,A320,A321-200,7962,VN-A645,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.167,2017-11-24,,No
HK Express,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,7969,B-LEI,Inactive,Passenger,Hong Kong,Asia: North East Asia,V2500,4.83,2017-12-29,,No
Air Seoul,WAVE 2019-1,Wings Capital Partners,Operating,A320,A321-200,7985,HL7212,In Service,Passenger,South Korea,Asia: North East Asia,V2500,4.167,2017-12-18,2025-12-31,No
VietJet Air,Jackson Square Aviation Ireland Limited,Jackson Square Aviation,Operating^,A320,A321-200,7998,VN-A637,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.83,2017-12-15,,No
Thai VietJet Air,Angelica Aircraft Assets Ltd.,Angelica Aircraft Assets Ltd.,Financial^,A320,A321-200,8032,HS-VKJ,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-5B,4.83,2017-12-19,,No
VietJet Air,Angelica Aircraft Assets Ltd.,Angelica Aircraft Assets Ltd.,Financial^,A320,A321-200,8034,VN-A639,Inactive,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4.83,2017-12-20,,No
Wizz Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,8044,HA-LXY,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,4.83,2017-12-22,,No
Beijing Capital Airlines,CMB Financial Leasing,CMB Financial Leasing,Operating^,A320,A321-200,8045,B-1015,In Service,Passenger,China,Asia: North East Asia,V2500,4.83,2017-12-28,,No
VietJet Air,WAVE 2019-1,Wings Capital Partners,Operating,A320,A321-200,8061,VN-A647,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4,2018-01-18,2030-01-31,No
Beijing Capital Airlines,CMB Financial Leasing,CMB Financial Leasing,Operating^,A320,A321-200,8062,B-1013,In Service,Passenger,China,Asia: North East Asia,V2500,4.83,2017-12-28,,No
VietJet Air,Novus Aviation Capital,Novus Aviation Capital,Operating^,A320,A321-200,8076,VN-A648,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,4,2018-01-24,,No
Onur Air,AerCap,AerCap,Operating^,A320,A321-200,810,TC-OBY,Inactive,Passenger,Turkey,Europe: Eastern/Central Europe,V2500,23.667,2012-06-15,,No
Air Canada Rouge,SKY Leasing,Goshawk Aviation,Operating^,A320,A321-200,8104,C-GKFA,Inactive,Passenger,Canada,North America,CFM56-5B,4,2019-06-28,,No
VietJet Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,8153,VN-A649,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,3.917,2018-02-26,,No
HK Express,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,8163,B-LEJ,Inactive,Passenger,Hong Kong,Asia: North East Asia,V2500,3.917,2018-03-21,,No
Wizz Air UK,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A321-200,8169,G-WUKC,In Service,Passenger,United Kingdom,Europe: Western Europe,V2500,3.833,2018-03-28,,No
Wizz Air,Accipiter Holdings Ltd,AMCK Aviation,Operating^,A320,A321-200,8174,HA-LXZ,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,3.917,2018-03-14,,No
VietJet Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A321-200,8215,VN-A657,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,3.833,2018-03-27,2030-03-26,No
Wizz Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,8216,HA-LTA,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,3.75,2018-04-23,,No
Beijing Capital Airlines,CMB Financial Leasing,CMB Financial Leasing,Operating^,A320,A321-200,8223,B-300F,In Service,Passenger,China,Asia: North East Asia,V2500,3.75,2018-04-13,,No
Air Canada Rouge,SKY Leasing,Goshawk Aviation,Operating^,A320,A321-200,8232,C-GKFB,In Service,Passenger,Canada,North America,CFM56-5B,3.75,2019-07-04,,No
Wizz Air UK,Vermillion Aviation Holdings Ireland Limited,AMCK Aviation,Operating^,A320,A321-200,8236,G-WUKG,In Service,Passenger,United Kingdom,Europe: Western Europe,V2500,3.75,2018-04-13,,No
Beijing Capital Airlines,CMB Financial Leasing,CMB Financial Leasing,Operating^,A320,A321-200,8241,B-300G,In Service,Passenger,China,Asia: North East Asia,V2500,3.75,2018-05-25,,No
Wizz Air,Vermillion Aviation Holdings Ireland Limited,AMCK Aviation,Operating^,A320,A321-200,8271,HA-LTB,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,2.833,2019-03-29,,No
Wizz Air,Pembroke Capital Aircraft Ltd,Pembroke Capital Aircraft Ltd,Operating^,A320,A321-200,8295,HA-LTC,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,3.667,2018-05-25,,No
Wizz Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,8305,HA-LTD,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,3.667,2018-05-24,,No
Wizz Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,8325,HA-LTE,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,3.583,2018-06-28,,No
Wizz Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,8328,HA-LTF,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,3.5,2018-07-19,,No
Beijing Capital Airlines,CMB Financial Leasing,CMB Financial Leasing,Operating^,A320,A321-200,8336,B-300E,In Service,Passenger,China,Asia: North East Asia,V2500,3.583,2018-06-29,,No
HK Express,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,8347,B-LEK,Inactive,Passenger,Hong Kong,Asia: North East Asia,V2500,3.583,2018-07-03,,No
VietJet Air,Novus Aviation Capital,Novus Aviation Capital,Operating^,A320,A321-200,8393,VN-A698,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,3.417,2018-08-08,,No
HK Express,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,A320,A321-200,8410,B-LEL,Inactive,Passenger,Hong Kong,Asia: North East Asia,V2500,3.333,2018-09-21,,No
Beijing Capital Airlines,CMB Financial Leasing,CMB Financial Leasing,Operating^,A320,A321-200,8450,B-302U,In Service,Passenger,China,Asia: North East Asia,V2500,3.333,2018-09-28,,No
Beijing Capital Airlines,CMB Financial Leasing,CMB Financial Leasing,Operating^,A320,A321-200,8534,B-302V,In Service,Passenger,China,Asia: North East Asia,V2500,3.167,2018-11-09,,No
Frontier Airlines,Air Lease Corporation,Air Lease Corporation,Operating^,A320,A321-200,8579,N722FR,In Service,Passenger,United States of America,North America,CFM56-5B,3.167,2018-11-29,2030-11-28,Yes
Wizz Air UK,Vermillion Aviation Holdings Ireland Limited,AMCK Aviation,Operating^,A320,A321-200,8600,G-WUKH,In Service,Passenger,United Kingdom,Europe: Western Europe,V2500,3.167,2018-11-13,,No
